"subjectID","volume","run","volMean","volSD"
"FP016","0198","run3",7541.35927904623,1065.66519050632
"FP016","0199","run3",7541.24650020513,1067.60352168449
"FP016","0200","run3",7540.56419787104,1062.45940631421
"FP016","0201","run3",7552.33384610202,1072.41038106803
"FP016","0202","run3",7542.17075296632,1061.93584949573
"FP016","0203","run3",7543.64699666702,1070.95715679336
"FP016","0204","run3",7529.89532533485,1064.9321395356
"FP016","0205","run3",7543.63205705832,1066.23210948291
"FP016","0206","run3",7546.39327828529,1069.94644567308
"FP016","0207","run3",7554.05682654753,1066.58689334284
"FP016","0208","run3",7547.88006360944,1074.32028630069
"FP016","0209","run3",7544.69575585777,1063.45758033689
"FP016","0210","run3",7538.69695418624,1069.81743220084
"FP016","0211","run3",7538.58868894602,1063.08450865435
"FP016","0212","run3",7557.36957475532,1069.64141719933
"FP016","0213","run3",7569.32184875836,1077.07502168178
"FP016","0214","run3",7555.80641884687,1068.99784735248
"FP016","0215","run3",7547.91188830833,1076.53685058456
"FP016","0216","run3",7541.07688669951,1065.07728215917
"FP016","0217","run3",7545.683714178,1069.24524137588
"FP016","0218","run3",7545.8010128208,1063.86484770733
"FP016","0219","run3",7558.90302465113,1070.71214548882
"FP016","0220","run3",7551.66887480475,1064.8121748418
"FP016","0221","run3",7552.50779252165,1068.56165416964
"FP016","0222","run3",7541.7022367562,1072.03295191599
"FP016","0223","run3",7537.08111213106,1062.28799178312
"FP016","0224","run3",7550.6374448397,1068.5770462785
"FP016","0225","run3",7553.11423830816,1064.2927269257
"FP016","0226","run3",7553.30023208897,1066.8723172605
"FP016","0227","run3",7546.29510742072,1070.0981584712
"FP016","0228","run3",7547.08453147263,1062.8033829775
"FP016","0229","run3",7545.38159819098,1071.57664140459
"FP016","0230","run3",7535.13943929233,1060.69776924966
"FP016","0231","run3",7543.27935773881,1064.3234054907
"FP018","0001","run1",8451.48840438828,1315.39178646688
"FP018","0002","run1",8436.8619000246,1297.5257408118
"FP018","0003","run1",8440.59916502737,1295.16846393877
"FP018","0004","run1",8445.82750384714,1295.20279628533
"FP018","0005","run1",8443.16275938709,1300.63426885939
"FP018","0006","run1",8439.27697199658,1305.02901045656
"FP018","0007","run1",8434.53982896847,1300.45157578616
"FP018","0008","run1",8441.9422383637,1300.57044858373
"FP018","0009","run1",8446.21626057113,1298.22870284689
"FP018","0010","run1",8438.36691132054,1299.47712868208
"FP018","0011","run1",8432.5707380713,1298.23432964079
"FP018","0012","run1",8432.71487382378,1296.60798990817
"FP018","0013","run1",8435.08016979145,1298.63054605895
"FP018","0014","run1",8432.60797040237,1298.56297773504
"FP018","0015","run1",8432.28770104372,1296.2886493573
"FP018","0016","run1",8434.1125538116,1294.14057055154
"FP018","0017","run1",8430.19467861329,1293.55064089655
"FP018","0018","run1",8425.51112871626,1288.97150111956
"FP018","0019","run1",8430.54567299973,1290.9337074446
"FP018","0020","run1",8438.53528483974,1293.85135598039
"FP018","0021","run1",8442.69430409188,1295.29762089086
"FP018","0022","run1",8435.92674830688,1296.69801888556
"FP018","0023","run1",8433.66469166435,1296.84115448963
"FP018","0024","run1",8430.52979282234,1291.48456505136
"FP018","0025","run1",8439.00811591103,1298.32237178487
"FP018","0026","run1",8432.11984988693,1293.0286276846
"FP018","0027","run1",8429.11880700816,1293.85638853473
"FP018","0028","run1",8429.90996691614,1296.11784778802
"FP018","0029","run1",8429.39526833627,1300.9000467291
"FP018","0030","run1",8433.47447538985,1300.50222632687
"FP018","0031","run1",8427.67009051807,1295.89497331077
"FP018","0032","run1",8430.76413203261,1299.75540494321
"FP018","0033","run1",8431.33881455813,1299.15875962444
"FP018","0034","run1",8427.5593799461,1297.93719217262
"FP018","0035","run1",8426.43763367268,1298.80504098706
"FP018","0036","run1",8432.12217583956,1300.11332103997
"FP018","0037","run1",8433.44760983741,1301.10750033533
"FP018","0038","run1",8425.67557743603,1296.93881043226
"FP018","0039","run1",8422.90710730192,1297.64208600945
"FP018","0040","run1",8425.44540110096,1297.78665237909
"FP018","0041","run1",8425.35151991278,1296.37211657695
"FP018","0042","run1",8427.2450716127,1294.79855014929
"FP018","0043","run1",8425.91976751025,1294.2450849675
"FP018","0044","run1",8435.60488407409,1295.0551427637
"FP018","0045","run1",8401.53207512833,1292.59022193486
"FP018","0046","run1",8441.3350951148,1297.19389349187
"FP018","0047","run1",8435.88096320584,1294.01780041043
"FP018","0048","run1",8423.28944598501,1299.51396987958
"FP018","0049","run1",8423.65499080332,1297.59268390901
"FP018","0050","run1",8421.76961578567,1294.12276957792
"FP018","0051","run1",8433.93543439224,1298.93346568671
"FP018","0052","run1",8433.2080733396,1293.2636620584
"FP018","0053","run1",8426.72243325693,1301.72633955676
"FP018","0054","run1",8426.36375849703,1294.49426716111
"FP018","0055","run1",8431.92116918573,1298.51292388522
"FP018","0056","run1",8431.8902655907,1297.34210306795
"FP018","0057","run1",8423.36303579166,1290.08913987546
"FP018","0058","run1",8420.42896609326,1294.79034954179
"FP018","0059","run1",8430.98267645785,1297.49618690988
"FP018","0060","run1",8422.87533279872,1294.85748488925
"FP018","0061","run1",8419.24138945814,1290.78603409474
"FP018","0062","run1",8412.25150979762,1285.02109734357
"FP018","0063","run1",8410.13601344876,1291.79896042371
"FP018","0064","run1",8409.82622708583,1295.44888207216
"FP018","0065","run1",8419.24122501847,1296.61122904563
"FP018","0066","run1",8413.29043863735,1290.63292649351
"FP018","0067","run1",8414.25674487904,1287.07550836962
"FP018","0068","run1",8415.72120332639,1292.9180304963
"FP018","0069","run1",8426.99333311914,1300.24530469385
"FP018","0070","run1",8426.39768030074,1295.60368311578
"FP018","0071","run1",8422.12169329159,1298.014010393
"FP018","0072","run1",8419.80318664968,1292.21471996806
"FP018","0073","run1",8423.34875084944,1293.57552855514
"FP018","0074","run1",8422.111423236,1293.05437212284
"FP018","0075","run1",8424.67880445546,1298.11875589226
"FP018","0076","run1",8423.71849947787,1296.61925775884
"FP018","0077","run1",8428.7706249699,1298.55410704048
"FP018","0078","run1",8430.79312263581,1299.85563008616
"FP018","0079","run1",8423.11805655807,1296.34183730151
"FP018","0080","run1",8421.84236405759,1292.34826883903
"FP018","0081","run1",8422.84966245178,1288.62922827968
"FP018","0082","run1",8419.41265450265,1299.93762559917
"FP018","0083","run1",8413.18116004112,1293.28696759893
"FP018","0084","run1",8413.56094870381,1291.44271775823
"FP018","0085","run1",8417.48388788407,1290.58006505266
"FP018","0086","run1",8427.48915972464,1299.08654937658
"FP018","0087","run1",8432.33780515922,1300.39662640164
"FP018","0088","run1",8423.16246642757,1296.93707191497
"FP018","0089","run1",8423.2413340758,1292.69987577098
"FP018","0090","run1",8413.97154876742,1288.52587013237
"FP018","0091","run1",8407.05193879465,1290.71741445621
"FP018","0092","run1",8406.21306332155,1293.76512519091
"FP018","0093","run1",8410.61832601387,1292.28955091447
"FP018","0094","run1",8411.88137282749,1293.48507273501
"FP018","0095","run1",8410.44352372127,1292.53911068749
"FP018","0096","run1",8406.88798323741,1290.90085955018
"FP018","0097","run1",8411.11784461207,1288.03234088932
"FP018","0098","run1",8414.08143605359,1291.85374804052
"FP018","0099","run1",8418.29722913805,1294.17664211209
"FP018","0100","run1",8419.84006752955,1294.5897382512
"FP018","0101","run1",8423.28733778411,1294.30345721936
"FP018","0102","run1",8424.70580261466,1292.20908435013
"FP018","0103","run1",8416.87972246946,1286.78463772639
"FP018","0104","run1",8408.65032141842,1296.88371020935
"FP018","0105","run1",8409.3180908969,1289.8468279451
"FP018","0106","run1",8424.93405232717,1294.11914058031
"FP018","0107","run1",8422.76790979959,1292.04971601091
"FP018","0108","run1",8413.41181104894,1288.16425737181
"FP018","0109","run1",8406.91673774159,1286.01515503969
"FP018","0110","run1",8407.55131660903,1291.95829589671
"FP018","0111","run1",8407.52700744811,1296.1880145072
"FP018","0112","run1",8413.65821983914,1292.31053061674
"FP018","0113","run1",8413.24712255296,1292.20185419419
"FP018","0114","run1",8415.48624458364,1293.60280637871
"FP018","0115","run1",8414.57760826534,1293.92350611715
"FP018","0116","run1",8403.11654727947,1291.95324492983
"FP018","0117","run1",8417.64603445317,1293.63716703971
"FP018","0118","run1",8415.31046426216,1290.79469927574
"FP018","0119","run1",8416.88621351519,1289.93381868029
"FP018","0120","run1",8408.18152073634,1284.83277838184
"FP018","0121","run1",8400.41995572796,1281.83273522489
"FP018","0122","run1",8429.34098920998,1299.92559429841
"FP018","0123","run1",8419.56413981665,1292.64675108845
"FP018","0124","run1",8417.81549485238,1294.42688637184
"FP018","0125","run1",8415.37479425909,1291.71329219432
"FP018","0126","run1",8416.71883826501,1293.74144442424
"FP018","0127","run1",8430.34046361094,1295.97378702177
"FP018","0128","run1",8417.85129497095,1295.02847661451
"FP018","0129","run1",8416.91566316646,1292.61656847703
"FP018","0130","run1",8409.39556799452,1289.68920496342
"FP018","0131","run1",8393.23723538739,1285.19991265707
"FP018","0132","run1",8385.85818440902,1276.37527741096
"FP018","0133","run1",8389.89135455797,1285.3282180483
"FP018","0134","run1",8369.5093185711,1274.43457817197
"FP018","0135","run1",8379.61558511353,1276.36138681928
"FP018","0136","run1",8336.97127506239,1269.06019647897
"FP018","0137","run1",8346.41884915199,1285.24582959936
"FP018","0138","run1",8363.63549253411,1276.12882408365
"FP018","0139","run1",8366.57908351215,1277.40364375346
"FP018","0140","run1",8362.35570798101,1272.24640024637
"FP018","0141","run1",8393.48582783162,1287.07995813042
"FP018","0142","run1",8386.75532817248,1280.94418300838
"FP018","0143","run1",8390.66353540772,1285.21088695945
"FP018","0144","run1",8384.02870333092,1284.87248779815
"FP018","0145","run1",8377.85160711985,1287.99900597716
"FP018","0146","run1",8408.55995192256,1291.98865156764
"FP018","0147","run1",8392.87908791362,1286.2448384678
"FP018","0148","run1",8395.11866479314,1285.12533021951
"FP018","0149","run1",8392.22894131401,1282.98426350231
"FP018","0150","run1",8390.91443138518,1283.19100366454
"FP018","0151","run1",8387.20847632121,1286.80814526731
"FP018","0152","run1",8371.76681881645,1278.17558905407
"FP018","0153","run1",8368.89958966802,1272.15224216977
"FP018","0154","run1",8365.06405908184,1276.23942048811
"FP018","0155","run1",8375.23378047208,1272.57513861273
"FP018","0156","run1",8373.78660144231,1272.60239256936
"FP018","0157","run1",8377.92725056647,1276.89869883508
"FP018","0158","run1",8368.45401931334,1280.36155892241
"FP018","0159","run1",8374.29078437381,1285.01695452901
"FP018","0160","run1",8371.64903399167,1282.85684838315
"FP018","0161","run1",8366.94634206664,1277.46605467739
"FP018","0162","run1",8384.18228589861,1281.96607654578
"FP018","0163","run1",8403.16354087315,1287.82477993727
"FP018","0164","run1",8391.28323100702,1283.9782795158
"FP018","0165","run1",8395.42228825514,1284.68102385096
"FP018","0166","run1",8399.14336136978,1283.90673426067
"FP018","0167","run1",8410.13367565163,1291.22334349058
"FP018","0168","run1",8407.22886787187,1292.89606549638
"FP018","0169","run1",8417.06931554057,1293.59550892958
"FP018","0170","run1",8401.46207088822,1288.48280178338
"FP018","0171","run1",8408.73095111854,1291.97654970166
"FP018","0172","run1",8406.29192902731,1288.97024824593
"FP018","0173","run1",8402.26498086181,1291.14778595802
"FP018","0174","run1",8415.99278247617,1292.44306245054
"FP018","0175","run1",8412.78009904386,1296.19368747866
"FP018","0176","run1",8416.34706383343,1294.56027325043
"FP018","0177","run1",8408.12211988978,1291.20476886004
"FP018","0178","run1",8388.82072048863,1282.88023151222
"FP018","0179","run1",8406.46160529915,1286.88808870726
"FP018","0180","run1",8422.40694827632,1296.62358445869
"FP018","0181","run1",8416.87954376209,1294.27087203421
"FP018","0182","run1",8415.75434664894,1293.78686106651
